#a	+Noun
#a.	+Noun
mizahçı	+Noun
mizan	+Noun
mizana	+Noun
mizanpaj	+Noun
mizanpili	+Noun
mizansen	+Noun
#mm	+Noun
mobilet	+Noun
mobilite	+Noun
mobilya	+Noun
mod	+Noun
moda	+Noun
modacı	+Noun
modaev	+Noun+P3
modalite	+Noun
model	+Noun
modelaj	+Noun
modem	+Noun
moderato	+Noun
moderatör	+Noun
modernizasyon	+Noun
modernizm	+Noun
modifikasyon	+Noun
modistra	+Noun
modül	+Noun
modülasyon	+Noun
modülatör	+Noun
moka	+Noun
mokasen	+Noun
mol	+Noun+VF
mola	+Noun
molekül	+Noun
molibden	+Noun
molibdin	+Noun
molla	+Noun
molotof	+Noun
molotofkokteyl	+Noun+P3
moloz	+Noun
moment	+Noun
monadizm	+Noun
monarşi	+Noun
monarşist	+Noun
monarşizm	+Noun
monat	+Noun+CV
monetarist	+Noun
monetarizm	+Noun
mongolizm	+Noun
monist	+Noun
monitör	+Noun
monizm	+Noun
monofilament	+Noun
monogami	+Noun
monograf	+Noun
monografi	+Noun
monogram	+Noun
monokl	+Noun+VF
monokrom	+Noun
monoksit	+Noun
monokültür	+Noun
monolog	+Noun
monopol	+Noun+VF
monosodyum	+Noun
monoteist	+Noun
monoteizm	+Noun
monotip	+Noun
monsenyör	+Noun
mont	+Noun
montaj	+Noun
monte	+Noun
moped	+Noun
mopet	+Noun+CV
moral	+Noun+VF
moralist	+Noun
moralizm	+Noun
morartı	+Noun
moratoryum	+Noun
morfem	+Noun
morfin	+Noun
morfinman	+Noun
morfinoman	+Noun
morfolog	+Noun
morfoloji	+Noun
morg	+Noun
morina	+Noun
moron	+Noun
morötesi	+Noun
mors	+Noun
morsalkım	+Noun
morsgiller	+Noun+PL
morto	+Noun
moruk	+Noun+CV
morula	+Noun
moskofcam	+Noun+P3
moskoftoprak	+Noun+P3+CV
mostra	+Noun
motel	+Noun
motif	+Noun
motivasyon	+Noun
motopomp	+Noun
motor	+Noun
motorbot	+Noun
motorin	+Noun
motorsiklet	+Noun
#motorsikletçi	+Noun
##motoryağ	+Noun+P3
mototren	+Noun
motris	+Noun
mozaik	+Noun+CV
mozak	+Noun+CV
mozayik	+Noun+CV
mozole	+Noun
möble	+Noun
mönü	+Noun
mösyö	+Noun
muadelet	+Noun
muafiyet	+Noun
muahede	+Noun
muaheze	+Noun
muallim	+Noun
muallime	+Noun
muamelat	+Noun
muamele	+Noun
muamma	+Noun
muarefe	+Noun
muaşeret	+Noun
muavenet	+Noun
muavin	+Noun
muayene	+Noun
muayenehane	+Noun
mubassır	+Noun
mubayaa	+Noun
mucip	+Noun+CV
mucir	+Noun
mucit	+Noun+CV
mucize	+Noun
mucur	+Noun
muço	+Noun
mudi	+Noun
mudil	+Noun
mufla	+Noun
muflon	+Noun
mugaddi	+Noun
mugalata	+Noun
muganni	+Noun
muganniye	+Noun
mugayir	+Noun
muhabbet	+Noun
muhabbetçiçek	+Noun+P3+CV
muhabbetkuş	+Noun+P3
muhaberat	+Noun
muhabere	+Noun
muhabir	+Noun
muhaceret	+Noun
muhacir	+Noun
muhafaza	+Noun
muhafazakar	+Noun
muhafız	+Noun
muhakemat	+Noun
muhakeme	+Noun
muhal	+Noun+VF
muhalefet	+Noun
muhalif	+Noun
muhallebi	+Noun
muhammet	+Noun+CV
muharebe	+Noun
muharip	+Noun+CV
muharrem	+Noun
muharrir	+Noun
muhasara	+Noun
muhasebat	+Noun
muhasebe	+Noun
muhasebeci	+Noun
muhasip	+Noun+CV
muhatap	+Noun+CV
muhatara	+Noun
muhavere	+Noun
muhayyerbuselik	+Noun+CV
muhayyerkürdi	+Noun
muhayyile	+Noun
muhbir	+Noun
muhip	+Noun+CV
muhit	+Noun
muhrip	+Noun+CV
muhtaç	+Noun+CV
muhtar	+Noun
muhtariyet	+Noun
muhteri	+Noun
muhteva	+Noun
muhtevi	+Noun
muhteviyat	+Noun
muhtıra	+Noun
mujik	+Noun+CV
mukabele	+Noun
mukaddeme	+Noun
mukadderat	+Noun
mukaddesat	+Noun
mukavele	+Noun
mukavelename	+Noun
mukavemet	+Noun
mukayese	+Noun
mukayyet	+Noun
mukoza	+Noun
mulaj	+Noun
multimedya	+Noun
mum	+Noun
mumağaç	+Noun+P3+CV
mumboya	+Noun+P3
mumcila	+Noun+P3
mumçiçek	+Noun+P3+CV
mumhane	+Noun
mumluk	+Noun+CV
##mumpalmiye	+Noun+P3
mumya	+Noun
mumyacı	+Noun
muntazaman	+Noun
murabaha	+Noun
#murabba	+Noun
murabut	+Noun
murabutkuş	+Noun+P3
murafaa	+Noun
murahhas	+Noun
murakabe	+Noun
murakıp	+Noun+CV
murana	+Noun
murat	+Noun+CV
murdarilik	+Noun+CV
musahabe	+Noun
musahhih	+Noun
musahip	+Noun+CV
musakka	+Noun
musalla	+Noun
musandıra	+Noun
musevilik	+Noun+CV
musibet	+Noun
musiki	+Noun
musikişinas	+Noun
muska	+Noun
muskabörek	+Noun+P3+CV
muslin	+Noun
musluk	+Noun+CV
muson	+Noun
muş	+Noun
muşamba	+Noun
muşmula	+Noun
muşta	+Noun
muştu	+Noun
mut	+Noun
mutabakat	+Noun
mutasarrıf	+Noun
mutasavvıf	+Noun
mutasyon	+Noun
mutasyonist	+Noun
mutasyonizm	+Noun
mutat	+Noun+CV
mutavaat	+Noun
mutemet	+Noun+CV
mutfak	+Noun+CV
#muti	+Noun
mutlakıyet	+Noun
mutlakiyet	+Noun
#muttali	+Noun
muvacehe	+Noun
muvafakat	+Noun+VF
muvaffakıyet	+Noun
muvasalat	+Noun
muvazaa	+Noun
muvazene	+Noun
muvazzaf	+Noun
muylu	+Noun
muymul	+Noun
muz	+Noun
muzaffer	+Noun
muzafferiyet	+Noun
muzgiller	+Noun+PL
mübadele	+Noun
mübadil	+Noun
mübalağa	+Noun
#mübalağacı	+Noun
mübarekot	+Noun+P3
mübareze	+Noun
mübaşir	+Noun
mübayaa	+Noun
mübayenet	+Noun
mücadele	+Noun
mücadeleci	+Noun
mücahit	+Noun+CV
mücellit	+Noun+CV
mücellithane	+Noun
mücerret	+Noun+CV
mücevher	+Noun
mücevherat	+Noun
mücver	+Noun
müçtehit	+Noun+CV
müdafaa	+Noun
müdahale	+Noun
müdahaleci	+Noun
müdahele	+Noun
müdaheleci	+Noun
müdana	+Noun
müdavim	+Noun
müddeiumumi	+Noun
müddet	+Noun
müderris	+Noun
müdire	+Noun
müdür	+Noun
müdüriyet	+Noun
müdürlük	+Noun+CV
müellif	+Noun
müessese	+Noun
müessis	+Noun
müeyyide	+Noun
müezzin	+Noun
müfettiş	+Noun
müflon	+Noun
müfredat	+Noun
müfreze	+Noun
müftü	+Noun
mühendis	+Noun
mühimmat	+Noun
mühlet	+Noun
mühür	+Noun+VD
mühürdar	+Noun
müjde	+Noun
müjdeci	+Noun
mükafat	+Noun
mükaleme	+Noun
mükellefiyet	+Noun
mükemmeliyet	+Noun
mükemmeliyetçi	+Noun
müktesebat	+Noun
mülahaza	+Noun
mülahazat	+Noun
mülakat	+Noun
mülazım	+Noun
mülemma	+Noun
mülk	+Noun
mülkiye	+Noun
mülkiyet	+Noun
mülteci	+Noun
mültimilyoner	+Noun
mültipleks	+Noun
mümanaat	+Noun
mümarese	+Noun
mümaşeret	+Noun
mümessil	+Noun
mümin	+Noun
münacat	+Noun
münakale	+Noun
münakasa	+Noun
münakaşa	+Noun
münasebet	+Noun
münavebe	+Noun
münazaa	+Noun
münazara	+Noun
münderecat	+Noun
müneccim	+Noun
münekkit	+Noun+CV
münevver	+Noun
münşeat	+Noun
müntahabat	+Noun
münzevi	+Noun
müphemiyet	+Noun
müracaat	+Noun
mürai	+Noun
mürdesenk	+Noun+CV
mürdüm	+Noun
mürdümerik	+Noun+P3+CV
mürebbi	+Noun
mürebbiye	+Noun
mürekkep	+Noun+CV
mürekkepbalık	+Noun+P3+CV
mürettebat	+Noun
mürettip	+Noun+CV
mürettiphane	+Noun
mürit	+Noun+CV
mürşit	+Noun+CV
#mürteci	+Noun
mürur	+Noun
müruruzaman	+Noun
mürüvvet	+Noun
mürver	+Noun
müsaade	+Noun
müsabaka	+Noun
müsabık	+Noun+CV
müsademe	+Noun
müsadere	+Noun
müsamaha	+Noun
müsamahakar	+Noun
müsamere	+Noun
müsavat	+Noun
müseddes	+Noun
müskirat	+Noun
müstaceliyet	+Noun
müstahak	+Noun+CV
müstahsil	+Noun
müstahzarat	+Noun
müstakar	+Noun
müstakbel	+Noun
müstantik	+Noun+CV
müstear	+Noun
müstecir	+Noun
müstehlik	+Noun+CV
müstemleke	+Noun
müstensih	+Noun
müsteşar	+Noun
müsteşrik	+Noun+CV
müstevli	+Noun
müstezat	+Noun+CV
müsvedde	+Noun
müşabehet	+Noun
müşahade	+Noun
müşahede	+Noun
müşahhas	+Noun
müşahit	+Noun+CV
müşareket	+Noun
müşavere	+Noun
müşavir	+Noun
müşir	+Noun
müşkülat	+Noun
müşküle	+Noun
müştemilat	+Noun
müşteri	+Noun
mütabaat	+Noun
mütalaa	+Noun
mütareke	+Noun
müteahhit	+Noun+CV
mütefekkir	+Noun
mütegallibe	+Noun
mütehassıs	+Noun
mütekabiliyet	+Noun
mütemmim	+Noun
mütercim	+Noun
mütevelli	+Noun
müvekkil	+Noun
müverrih	+Noun
müvezzi	+Noun
müzakere	+Noun
müzakereci	+Noun
müzayaka	+Noun
müzayede	+Noun
müze	+Noun
müzeci	+Noun
müzekkere	+Noun
müzik	+Noun+CV
müzikal	+Noun+VF
müzikbilim	+Noun
müzikçi	+Noun
müzikhol	+Noun+VF
müzikolog	+Noun
müzikoloji	+Noun
müziksever	+Noun
müzisyen	+Noun
müzler	+Noun
#n	+Noun
#n.	+Noun
naaş	+Noun
naat	+Noun
nabız	+Noun+VD
nacak	+Noun+CV
nadas	+Noun
nadirat	+Noun
nafaka	+Noun
nafıa	+Noun
naftalin	+Noun
nağme	+Noun
nahak	+Noun+CV
nahiv	+Noun+VD
nahiye	+Noun
naip	+Noun+CV
nakarat	+Noun
nakavt	+Noun
nakıs	+Noun
#nakış	+Noun+VD
nakil	+Noun+VD
nakit	+Noun+CV+VD
nakkare	+Noun
nakkaş	+Noun
nakliyat	+Noun
nakliye	+Noun
nakliyeci	+Noun
naksisizm	+Noun
nal	+Noun
nalbant	+Noun+CV
nalbur	+Noun
nalburiye	+Noun
nalça	+Noun
nalın	+Noun
nam	+Noun
namaz	+Noun
namazgah	+Noun
name	+Noun
namlı	+Noun
namlu	+Noun
namus	+Noun
namzet	+Noun+CV
nane	+Noun
naneruh	+Noun+P3
naneşeker	+Noun+P3
nanik	+Noun+CV
nanosaniye	+Noun
nanoteknoloji	+Noun
nansuk	+Noun+CV
#napalm	+Noun+VF
napolyoncu	+Noun
nar	+Noun
nara	+Noun
narcıl	+Noun
narçiçek	+Noun+P3+CV
nardenk	+Noun+CV
nardin	+Noun
narenciye	+Noun
nargile	+Noun
nargiller	+Noun+PL
narh	+Noun
narkisizm	+Noun
narkotik	+Noun+CV
narkotizm	+Noun
narkoz	+Noun
narsisist	+Noun
narsisizm	+Noun
narsislik	+Noun+CV
#nas	+Noun+CD
nasır	+Noun
nasihat	+Noun+VF
nasip	+Noun+CV
nasyonalizm	+Noun
naşir	+Noun
natıka	+Noun
natır	+Noun
nativizm	+Noun
natron	+Noun
natura	+Noun
natüralist	+Noun
natüralizm	+Noun
natürel	+Noun
natürist	+Noun
natürizm	+Noun
natürmort	+Noun
navçağan	+Noun
navlun	+Noun
naylon	+Noun
naz	+Noun
nazar	+Noun
nazariyat	+Noun
nazariye	+Noun
nazarlık	+Noun+CV
nazım	+Noun+VD
nazi	+Noun
nazire	+Noun
nazizm	+Noun
nebat	+Noun
nebatat	+Noun
nebi	+Noun
nebülöz	+Noun
nebze	+Noun
necaset	+Noun
neceftaş	+Noun+P3
neci	+Noun
necip	+Noun+CV
nedamet	+Noun
neden	+Noun
nedenbilim	+Noun
nedime	+Noun
nedret	+Noun
nefaset	+Noun
nefer	+Noun
nefes	+Noun
nefir	+Noun
nefis	+Noun+VD
nefret	+Noun
nefrit	+Noun
neft	+Noun
neftyağ	+Noun+P3
negatif	+Noun
negatoskop	+Noun
nehari	+Noun
nehir	+Noun+VD
nekahet	+Noun
nekbet	+Noun
nektar	+Noun
nektarin	+Noun
nem	+Noun
nema	+Noun
nematoloji	+Noun
nemçeker	+Noun
nemdenetir	+Noun
nemeyönelim	+Noun
nemölçer	+Noun
neodim	+Noun
neogen	+Noun
neoklasisizm	+Noun
neolojizm	+Noun
neomisin	+Noun
neon	+Noun
neoplazma	+Noun
neptunyum	+Noun
neptünyum	+Noun
nergis	+Noun
nergisgiller	+Noun+PL
nergizzambak	+Noun+P3+CV
nervür	+Noun
nesep	+Noun+CV
nesiç	+Noun+CV+VD
nesih	+Noun+VD
nesil	+Noun+VD
nesir	+Noun+VD
neskafe	+Noun
nesne	+Noun
neşe	+Noun
neşet	+Noun
neşir	+Noun+VD
neşriyat	+Noun
neşter	+Noun
neşvünema	+Noun
net	+Noun
netice	+Noun
neuzibillah	+Noun
neva	+Noun
nevale	+Noun
nevazil	+Noun
neveser	+Noun
nevi	+Noun
nevir	+Noun+VD
nevralji	+Noun
nevrasteni	+Noun
nevresim	+Noun
nevrolog	+Noun
nevroloji	+Noun
nevroz	+Noun
nevruz	+Noun
nevruzot	+Noun+P3
nevton	+Noun
ney	+Noun
neyzen	+Noun
nezaket	+Noun
nezaret	+Noun
nezarethane	+Noun
nezih	+Noun
nezir	+Noun+VD
nezit	+Noun+CV
nezle	+Noun
nezleot	+Noun+P3
nıkris	+Noun
nısfiye	+Noun
nışadır	+Noun
nışadırkaymak	+Noun+P3+CV
nışadırruh	+Noun+P3
nicelik	+Noun+CV
nida	+Noun
nifak	+Noun+CV
nigehban	+Noun
nihale	+Noun
nihavent	+Noun+CV
nihayet	+Noun
nihilizm	+Noun
nikah	+Noun
nikel	+Noun
nikelaj	+Noun
nikotin	+Noun
nikriz	+Noun
nilüfer	+Noun
nilüfergiller	+Noun+PL
nimbus	+Noun
nimet	+Noun
nine	+Noun
ninni	+Noun
nirengi	+Noun
nirvana	+Noun
nisaiye	+Noun
nisan	+Noun
nisanbalık	+Noun+P3+CV
nisap	+Noun+CV
nispet	+Noun
nisyan	+Noun
nişaburek	+Noun+CV
nişan	+Noun
nişancı	+Noun
nişane	+Noun
nişangah	+Noun
nişanlı	+Noun
nişasta	+Noun
nitelik	+Noun+CV
nitramit	+Noun
nitrat	+Noun
nitratin	+Noun
nitrikasit	+Noun+CV
nitrit	+Noun
nitrogliserin	+Noun
nitrojen	+Noun
nitroselüloz	+Noun
niyabet	+Noun
niyaz	+Noun
niyet	+Noun
niyobyum	+Noun
niyopyum	+Noun
niza	+Noun
nizam	+Noun
nizamiye	+Noun
nizamname	+Noun
no	+Noun
nobelyum	+Noun
noda	+Noun
nodul	+Noun
nogay	+Noun
nohudi	+Noun
nohut	+Noun+CV
noksan	+Noun
nokta	+Noun
nominalizm	+Noun
nominatif	+Noun
nomografi	+Noun
nomogram	+Noun
nomsuzluk	+Noun+CV
nonoş	+Noun
norm	+Noun
normalalt	+Noun+P3
norveççe	+Noun
nostalji	+Noun
nosyon	+Noun
not	+Noun
nota	+Noun
notasyon	+Noun
noter	+Noun
nöbet	+Noun
nöbetçi	+Noun
nöbetşeker	+Noun+P3
nörofizyoloji	+Noun
nörolog	+Noun
nöroloji	+Noun
nöron	+Noun
nöropati	+Noun
nöropeptit	+Noun
nöropsikolog	+Noun
nötrino	+Noun
nötron	+Noun
nuhuset	+Noun
numara	+Noun
numaracı	+Noun
numen	+Noun
numune	+Noun
nur	+Noun
nurtop	+Noun+P3
nutuk	+Noun+VD
nü	+Noun
nüans	+Noun
nübüvvet	+Noun
nüdist	+Noun
nüdizm	+Noun
nüfus	+Noun
nüfusbilim	+Noun
nüfuz	+Noun
nükleon	+Noun
nükte	+Noun
nümayiş	+Noun
nüsha	+Noun
nütasyon	+Noun
nüve	+Noun
#nüzul	+Noun+VF
#o	+Noun
#o.	+Noun
oba	+Noun
obelisk	+Noun
obezite	+Noun
obje	+Noun
objektivist	+Noun
objektivizm	+Noun
obligasyon	+Noun
obruk	+Noun+CV
observatuar	+Noun
obsidyen	+Noun
obstrüksiyon	+Noun
obua	+Noun
obüs	+Noun
ocak	+Noun+CV
od	+Noun
oda	+Noun
odabaş	+Noun+P3
odacı	+Noun
odak	+Noun+CV
odalık	+Noun+CV
odeon	+Noun
oditoryum	+Noun
odometre	+Noun
odontoloji	+Noun
odun	+Noun
oduncu	+Noun
odunkömür	+Noun+P3
odunöz	+Noun+P3
odyometre	+Noun
ofis	+Noun
ofris	+Noun
ofsayt	+Noun
ofset	+Noun
oftalmolog	+Noun
oftalmoloji	+Noun
oftalmoskop	+Noun
oğlak	+Noun+CV
oğlan	+Noun
##oğul	+Noun+VD
oğulcuk	+Noun+CV
oğulduruk	+Noun+CV
oğulot	+Noun+P3
oğuz	+Noun
oğuzel	+Noun+P3
oil	+Noun
oje	+Noun
ojit	+Noun
ok	+Noun
okaliptüs	+Noun
okçu	+Noun
okka	+Noun
oklava	+Noun
oklukirpi	+Noun
oklüzyon	+Noun
okmeydan	+Noun+P3
oksalat	+Noun
oksidasyon	+Noun
oksijen	+Noun
oksilit	+Noun
oksit	+Noun+CV
oktan	+Noun
oktant	+Noun
oktav	+Noun
oktruva	+Noun
okul	+Noun
okuldaş	+Noun
okullu	+Noun
okulönce	+Noun+P3
okulsonra	+Noun+P3
okuntu	+Noun
okur	+Noun
okuryazar	+Noun
okutman	+Noun
oküler	+Noun
okyanus	+Noun
okyılan	+Noun+P3
olağandış	+Noun+P3
olanak	+Noun+CV
olasıcılık	+Noun+CV
olay	+Noun
olaybilim	+Noun
olçum	+Noun
oldubitti	+Noun
olefin	+Noun
oleik	+Noun+CV
olein	+Noun
olgu	+Noun
oligarşi	+Noun
oligoklaz	+Noun
oligosen	+Noun
olijist	+Noun
olimpiyat	+Noun
olivin	+Noun
olta	+Noun
oluk	+Noun+CV
olupbitti	+Noun
olur	+Noun
oluşum	+Noun
om	+Noun
omaca	+Noun
ombra	+Noun
omça	+Noun
omfazit	+Noun
omlet	+Noun
ommatidyum	+Noun
omnibüs	+Noun
omur	+Noun
omural	+Noun
omurga	+Noun
omurgalılar	+Noun+PL
omurgasızlar	+Noun+PL
omurilik	+Noun+CV
omuz	+Noun+VD
omuzdaş	+Noun
omuzluk	+Noun+CV
onaltılık	+Noun+CV
onanizm	+Noun
onarım	+Noun
onat	+Noun
onay	+Noun
onayaklılar	+Noun+PL
onbaşı	+Noun
onculayın	+Noun
ondalık	+Noun+CV
onejit	+Noun
ongun	+Noun
onikiparmak	+Noun+CV
onikiparmakbağırsak	+Noun+P3+CV
onikitelli	+Noun
oniks	+Noun
onkolog	+Noun
onkoloji	+Noun
onomatope	+Noun
ons	+Noun
ontoloji	+Noun
onur	+Noun
onyıl	+Noun
oolit	+Noun
oosfer	+Noun
oosit	+Noun
opal	+Noun+VF
opera	+Noun
operakomik	+Noun+CV
operasyon	+Noun
operatör	+Noun
operet	+Noun
oportünizm	+Noun
opsiyon	+Noun
optik	+Noun+CV
optimetri	+Noun
optimist	+Noun
optimizasyon	+Noun
optimizm	+Noun
optimum	+Noun
optometrist	+Noun
opus	+Noun
ora	+Noun
orak	+Noun+CV
orakböcek	+Noun+P3+CV
oramiral	+Noun+VF
oran	+Noun
orandışı	+Noun
orangutan	+Noun
oranölçer	+Noun
orantı	+Noun
oratoryo	+Noun
orbital	+Noun
orda	+Noun
ordinaryüs	+Noun
ordinat	+Noun
ordino	+Noun
ordonat	+Noun
ordövr	+Noun
ordu	+Noun
orduev	+Noun+P3
ordugah	+Noun
orfoz	+Noun
org	+Noun
organ	+Noun
organaktarım	+Noun+P3
organizasyon	+Noun
organizatör	+Noun
organizma	+Noun
organza	+Noun
organze	+Noun
orgazm	+Noun
orgeneral	+Noun+VF
orhanel	+Noun+P3
origami	+Noun
orijin	+Noun
orijinalite	+Noun
orjinal	+Noun
orkestra	+Noun
orkestrasyon	+Noun
orkide	+Noun
orkinos	+Noun
orkit	+Noun
orlon	+Noun
orman	+Noun
ormancı	+Noun
ormangül	+Noun+P3
ormansarmaşık	+Noun+P3+CV
ormantavuk	+Noun+P3+CV
ornitolog	+Noun
ornitoloji	+Noun
orojeni	+Noun
orospu	+Noun
orostopolluk	+Noun+CV
orsa	+Noun
orta	+Noun
ortaağırlık	+Noun+CV
ortabeyin	+Noun
ortaç	+Noun+CV
ortaçağ	+Noun
ortadamar	+Noun
ortaderi	+Noun
ortadirek	+Noun+CV
ortaelçi	+Noun
ortak	+Noun+CV
ortakçı	+Noun
ortakkat	+Noun
ortaklaşalık	+Noun+CV
ortaklık	+Noun+CV
ortakulak	+Noun+CV
ortakyapım	+Noun
ortakyaşama	+Noun
ortakyaşar	+Noun
ortakyönetim	+Noun
ortalama	+Noun
ortalık	+Noun+CV
ortam	+Noun
ortanca	+Noun
ortaokul	+Noun
ortaoyun	+Noun+P3
ortaöğrenim	+Noun
ortaöğretim	+Noun
ortaparmak	+Noun+CV
ortasıklet	+Noun
ortaşık	+Noun+CV
ortaşım	+Noun
ortay	+Noun
ortayaş	+Noun
ortayol	+Noun
ortayuvar	+Noun
orteöğretim	+Noun
ortodontist	+Noun
ortogenez	+Noun
ortografi	+Noun
ortoklaz	+Noun
ortopedi	+Noun
ortopedist	+Noun
ortoz	+Noun
oruç	+Noun+CV
orun	+Noun
orya	+Noun
oryantal	+Noun+VF
oryantalist	+Noun
oryantalizm	+Noun
osiloskop	+Noun
osmanel	+Noun+P3
osmanlıcılık	+Noun+CV
osmiyum	+Noun
osteoartrit	+Noun
osteolog	+Noun
osteoloji	+Noun
osteoporoz	+Noun
osurganböcek	+Noun+P3+CV
osuruk	+Noun+CV
osurukağaç	+Noun+P3+CV
oşinografi	+Noun
ot	+Noun
otacı	+Noun
otağ	+Noun
otakçı	+Noun
otarsi	+Noun
otarşi	+Noun
otel	+Noun
otelci	+Noun
otelcilik	+Noun+CV
otizm	+Noun
otlak	+Noun+CV
otlakçı	+Noun
otlakıye	+Noun
otlubağa	+Noun
oto	+Noun
otoban	+Noun
otobiyografi	+Noun
otobüs	+Noun
otodidakt	+Noun
otoerotizm	+Noun
otogar	+Noun
otogestiyon	+Noun
otokar	+Noun
otoklav	+Noun
otokrasi	+Noun
otokrat	+Noun
otokritik	+Noun+CV
otolit	+Noun
otomasyon	+Noun
otomat	+Noun
otomatizm	+Noun
otomobil	+Noun
otomobilci	+Noun
otomotiv	+Noun
otomotivci	+Noun
otonomi	+Noun
otopark	+Noun
otopilot	+Noun
otoplasti	+Noun
otoprodüktör	+Noun
otopsi	+Noun
otoradyografi	+Noun
otoray	+Noun
otorite	+Noun
otoriteryanizm	+Noun
otosist	+Noun
otostop	+Noun
ototrofi	+Noun
otoyol	+Noun
oturak	+Noun+CV
oturgan	+Noun
oturgu	+Noun
oturtma	+Noun
oturum	+Noun
oturuşlu	+Noun
otuzbir	+Noun
otuzbirci	+Noun
otyiyen	+Noun
outlook	+Noun
ova	+Noun
ovmaç	+Noun+CV
ovogon	+Noun
ovolit	+Noun
oy	+Noun
oya	+Noun
oybirlik	+Noun+P3+CV
oydaş	+Noun
oylaşım	+Noun
oylaşlık	+Noun+CV
oylum	+Noun
oyma	+Noun
oymabaskı	+Noun
oymacı	+Noun
oymak	+Noun+CV
oymakbaş	+Noun+P3
oynaş	+Noun
oynatım	+Noun
oyuk	+Noun+CV
oyulga	+Noun
oyum	+Noun
oyun	+Noun
oyunbozan	+Noun
oyuncak	+Noun+CV
oyuncu	+Noun
ozalit	+Noun
ozan	+Noun
ozmos	+Noun
ozokerit	+Noun
ozon	+Noun
#ö	+Noun
#ö.	+Noun
öbek	+Noun+CV
öbeklem	+Noun
öcü	+Noun
öç	+Noun+CV
öd	+Noun
ödağaç	+Noun+P3+CV
ödek	+Noun+CV
ödem	+Noun
ödeme	+Noun
ödence	+Noun
ödenek	+Noun+CV
ödenti	+Noun
ödev	+Noun
##ödevbilgi	+Noun+P3
ödkese	+Noun+P3
ödsu	+Noun+P3+SU
ödül	+Noun
ödün	+Noun
ödünc	+Noun
ödünleşim	+Noun
ödyometre	+Noun
öfke	+Noun
öglena	+Noun
öğe	+Noun
öğle	+Noun
öğlen	+Noun
öğlenci	+Noun
öğleüst	+Noun+P3
öğrencelik	+Noun+CV
öğrenci	+Noun
öğrenek	+Noun+CV
öğrenim	+Noun
öğrenmelik	+Noun+CV
öğreti	+Noun
öğretim	+Noun
öğretke	+Noun
öğretmen	+Noun
öğretmenev	+Noun+P3
öğün	+Noun
öğür	+Noun
öğürtü	+Noun
öğüt	+Noun+CV
ökçe	+Noun
ökçeçene	+Noun
öke	+Noun
ökse	+Noun
ökseot	+Noun+P3
ökseotugiller	+Noun+PL
öksü	+Noun
öksürük	+Noun+CV
öksürükot	+Noun+P3
öksüz	+Noun
öküz	+Noun
öküzbalık	+Noun+P3+CV
öküzburun	+Noun+P3+VD
öküzdil	+Noun+P3
öküzgöz	+Noun+P3
öküzsoğuk	+Noun+P3+CV
ölçek	+Noun+CV
ölçer	+Noun
ölçev	+Noun
ölçke	+Noun
ölçü	+Noun
ölçüm	+Noun
ölçümbilim	+Noun
ölçümcü	+Noun
ölçün	+Noun
ölçüt	+Noun
öleş	+Noun
ölet	+Noun
ölmezoğul	+Noun+P3+VD
ölü	+Noun
ölüdoğa	+Noun
ölüm	+Noun
ölümlü	+Noun
ömür	+Noun+VD
##ön	+Noun
önad	+Noun
önalan	+Noun
önalgı	+Noun
önalım	+Noun
önanlaşma	+Noun
önavurt	+Noun+CV
önayak	+Noun+CV
önbaşvuru	+Noun
önbelirti	+Noun
önbellek	+Noun+CV
önbesleme	+Noun
önbeyin	+Noun
önbildirim	+Noun
önbileşen	+Noun
önbilgi	+Noun
önbilim	+Noun
önce	+Noun
öncebilim	+Noun
öncel	+Noun
öncelge	+Noun
öncelik	+Noun+CV
öncü	+Noun
öncül	+Noun
öncülük	+Noun+CV
önçalışma	+Noun
öndamak	+Noun+CV
öndelik	+Noun+CV
öndenetim	+Noun
önder	+Noun
öndeyiş	+Noun
öndövme	+Noun
önek	+Noun+CV
önel	+Noun
önem	+Noun
önemek	+Noun+CV
önerge	+Noun
öneri	+Noun
önerti	+Noun
önesürüm	+Noun
önetiket	+Noun
önetkin	+Noun
öneze	+Noun
öngerek	+Noun+CV
#öngöğüs	+Noun+VD
öngörü	+Noun
öngörüşme	+Noun
öngün	+Noun
öninceleme	+Noun
önişlem	+Noun
önişlemci	+Noun
önizleme	+Noun
önkayıt	+Noun+CV+VD
önkol	+Noun
önkoşul	+Noun
önlem	+Noun
önlisans	+Noun
önlük	+Noun+CV
önoda	+Noun
önoluşum	+Noun
önödeme	+Noun
önörgü	+Noun
önplan	+Noun
önrapor	+Noun
önsanı	+Noun
önsanılama	+Noun
önseçici	+Noun
önseçim	+Noun
önseçmen	+Noun
önses	+Noun
önsezi	+Noun
önsoruşturma	+Noun
önsöz	+Noun
önşart	+Noun
öntakı	+Noun
öntartışma	+Noun
öntasar	+Noun
öntasım	+Noun
öntaslak	+Noun+CV
önteorem	+Noun
öntüreme	+Noun
önuyum	+Noun
önvurgu	+Noun
önyargı	+Noun
önyükleme	+Noun
önyükselteç	+Noun+CV
önyüzbaşı	+Noun
öpücük	+Noun+CV
örcin	+Noun
ördek	+Noun+CV
ördekbalık	+Noun+P3+CV
ördekbaş	+Noun+P3
ördekgaga	+Noun+P3
örek	+Noun+CV
öreke	+Noun
ören	+Noun
örf	+Noun
örge	+Noun
örgencilik	+Noun+CV
örgenlik	+Noun+CV
örgü	+Noun
örgüt	+Noun
örgütleşim	+Noun
